test-100.points,135366.03658536586,109583.5,123162.99839133426,0.23527754256220934,9468535,0.12391918848489292,7882234
test-1000.points,136832.12520189025,111151.5,145220.12041218817,0.23104164317971643,5426860,0.3065061687173649,854982
test-1001.points,137454.38885410145,108963.5,134614.10361366902,0.26147185850400767,4362806,0.23540546709374266,532829
test-1002.points,136089.12667327712,109474.0,137227.90870145577,0.24311824427057682,3861395,0.2535205500982496,368128
test-1003.points,141296.07160513522,110954.5,130740.51987179283,0.2734595857323068,4005677,0.17832552867880813,429862
test-1004.points,137312.0,111885.5,135917.8645649088,0.2272546487257061,2316565,0.21479427240266902,389015
test-1005.points,134190.0631826804,107935.5,128189.54663707792,0.24324307741827678,1051140,0.18764953733551915,305648
test-1006.points,139364.25156404354,108717.0,185507.9046018237,0.2818993493569868,1287361,0.7063375976326032,242482
test-1007.points,133391.20265251995,107696.0,149301.04926920132,0.23859013011179564,1498968,0.3863193551218367,318947
test-1008.points,138988.05055762082,109976.5,130740.51987179283,0.2637977254924535,564850,0.18880415244886706,203415
test-1009.points,135579.1054313099,107693.0,126923.48479768123,0.2589407429573871,1562453,0.17856763947221488,337744
test-101.points,137128.99999999994,109569.5,157632.55298652145,0.2515252876028451,854064,0.4386535759177641,309185
test-1010.points,142802.08221386358,112577.0,163312.5525042118,0.2684836353239435,1410125,0.4506742274550912,321580
test-1011.points,132386.7600000001,110039.0,159043.12808798326,0.203089450104055,1316988,0.44533418231702626,1966778
test-1012.points,141657.32316408804,111879.0,130740.51987179283,0.26616543912698587,492133,0.16858856328527105,194899
test-1013.points,141313.90001358505,111007.5,170553.92357073628,0.2730121839838304,721740,0.5364180219420875,210524
test-1014.points,139198.40773286464,110921.5,129461.89166178179,0.25492720286747517,982919,0.16714876432235215,276179
test-1015.points,131649.00889724944,107368.5,135917.8645649088,0.22614182835048857,1201645,0.26590074896183524,302518
test-1016.points,136168.4596340151,108148.0,141195.74022293967,0.2590936460592439,866645,0.30557883847079625,314746
test-1017.points,136576.27722772284,107632.5,121922.06929316626,0.26891298843493217,466705,0.13276258837401578,220970
test-1018.points,136012.46180726663,107369.5,126923.48479768123,0.26677000272206386,882652,0.18211861653152184,361938
test-1019.points,139469.6191819464,110937.0,128189.54663707792,0.2571965997092618,568113,0.15551661426825958,236951
test-102.points,140214.50577603147,111261.0,125663.70614359173,0.2602305010383825,711072,0.1294497276097799,287785
test-1020.points,138910.3365112085,111223.0,119459.06065275188,0.24893535070271877,728776,0.07404997754737663,335529
test-1021.points,137964.30309173834,109816.5,121922.06929316626,0.2563167018775716,669284,0.1102345211618132,187762
test-1022.points,143522.77444094967,110091.5,138544.23602330987,0.3036680801056364,850460,0.2584462562805474,301695
test-1023.points,136011.88778280542,108737.0,139866.84653047117,0.2508335505191923,1014837,0.2862856850057587,881896
test-1024.points,139390.4321532065,109353.5,125663.70614359173,0.27467737341014686,887805,0.14915120360657608,263539
test-1025.points,139429.38295081965,110922.5,141195.74022293967,0.2569982010035805,396203,0.2729224478617023,192560
test-1026.points,132341.6327503973,108425.0,126923.48479768123,0.22058227115884055,378103,0.17061088123293744,169443
test-1027.points,138927.6,111200.0,129461.89166178179,0.2493489208633095,592036,0.1642256444404837,190386
test-1028.points,138383.2514522822,107918.5,121922.06929316626,0.28229405942708796,3795080,0.12976059983382138,200915
test-1029.points,140663.9922401847,110103.5,147934.45646488975,0.2775614965935207,491679,0.3435944948606515,259762
test-103.points,134848.25599999996,105284.5,123162.99839133426,0.28079875005342636,426530,0.1698113054754904,173920
test-1030.points,140223.55386081984,112153.5,137227.90870145577,0.25028245985029307,2948539,0.22357223538682058,304117
test-1031.points,139223.527851459,109646.5,133316.62584773646,0.26974894640010394,306929,0.2158767115022957,214733
test-1032.points,133680.75040788064,108018.5,153438.52679397908,0.23757273437309934,5381572,0.4204837763344156,283592
test-1033.points,140707.97663999998,109170.5,166190.25137490008,0.28888277181106603,381979,0.5222999929000973,268679
test-1034.points,129038.42176722968,108537.5,139866.84653047117,0.18888330546796905,290761,0.28864997379220236,189667
test-1035.points,141613.97018393036,111593.0,146574.14684588538,0.2690219833137415,483558,0.3134707987587517,216717
test-1036.points,131128.4950813089,104804.0,121922.06929316626,0.25117834320549703,280323,0.16333412172403983,1847897
test-1037.points,129222.44635193131,107778.0,123162.99839133426,0.1989686796185799,598627,0.14274711343070257,182723
test-1038.points,135572.12852897472,105698.5,128189.54663707792,0.2826305815974184,291078,0.21278491782833164,195911
test-1039.points,122156.58823529413,99985.5,174974.14443433713,0.22174303509302984,451873,0.74999519364645,367783
test-104.points,139434.77524326052,108680.5,128189.54663707792,0.28297877947985617,200792,0.17950825251151703,219554
test-1040.points,138692.46284470242,109368.5,125663.70614359173,0.26812073718394624,190840,0.14899359636085086,162357
test-1041.points,134870.2521076965,105889.5,146574.14684588538,0.273688629256881,205934,0.38421795216603516,179953
test-1042.points,135988.26063348417,108482.0,150673.9252588201,0.2535559874770392,243874,0.3889301935696252,228480
test-1043.points,142994.74111675128,113273.5,120687.42338030548,0.2623847688713712,929398,0.0654515255581003,180726
test-1044.points,133742.94420159428,108093.5,129461.89166178179,0.23728942259797559,296782,0.1976843349672439,174950
test-1045.points,144168.7152068474,113919.5,141195.74022293967,0.2655314955459549,290444,0.23943433936191494,189125
test-1046.points,140055.72645147078,109573.0,163312.5525042118,0.2781955997505843,240541,0.4904452055178905,177641
test-1047.points,135514.08260168426,111111.0,121922.06929316626,0.2196279630431215,294305,0.09729972093821737,157150
test-1048.points,130471.78359949759,103528.0,130740.51987179283,0.2602560041679314,301512,0.2628517876496488,173840
test-1049.points,135508.67584807196,107044.5,142530.91710071533,0.26590974639586307,265019,0.3315108866005758,185562
test-105.points,138011.2009512485,110753.0,137227.90870145577,0.24611704379338262,246349,0.23904461912052732,163815
test-1050.points,134202.5602858919,108431.0,150673.9252588201,0.23767705071328216,537910,0.38958347021442297,227188
test-1051.points,136238.16243072794,108547.0,126923.48479768123,0.25510757948840546,280679,0.16929518823810175,237160
